Title,Sentence
"Ukrainian capital Kyiv, other cities, under Russian attack, officials say","""The goal is obvious: to cause maximum destruction and leave the city without heat in severe cold,"" Kharkiv Mayor Ihor Terekhov wrote on Telegram, adding that a thermal plant in the city had been badly damaged."
"Ukrainian capital Kyiv, other cities, under Russian attack, officials say",Energy Minister Denys Shmyhal said a power plant in Kyiv's eastern suburbs had also been seriously damaged and officials were considering how to redirect resources to restore heating.
"Ukrainian capital Kyiv, other cities, under Russian attack, officials say","Russia and Ukraine said last week they had halted strikes on each other's energy infrastructure, but they disagreed on the timeframe for the moratorium."
"Ukrainian capital Kyiv, other cities, under Russian attack, officials say",Kyiv said it should last until this Friday.
"Ukrainian capital Kyiv, other cities, under Russian attack, officials say",Much of Ukraine has been gripped by a new wave of cold after what experts said was the coldest January in six years.
"Ukrainian capital Kyiv, other cities, under Russian attack, officials say",Families languish in frigid and darkened apartments during power outages and cuts to heating that last hours and days.
"Ukrainian capital Kyiv, other cities, under Russian attack, officials say","Kyiv resident Natalia Hlobenko, 35, described how she rushed to cover her 11-year-old son just on Tuesday before an explosion sprayed her apartment with broken glass."
"Ukrainian capital Kyiv, other cities, under Russian attack, officials say","said a teary Hlobenko, bundled in her windowless apartment."
"Ukrainian capital Kyiv, other cities, under Russian attack, officials say","STICKING POINT REMAINS IN TALKS  Zelenskiy has previously said Ukraine, which is struggling to stop grinding Russian battlefield advances, was ready for ""substantive"" talks."
"Ukrainian capital Kyiv, other cities, under Russian attack, officials say",Moscow and Kyiv blame each other for the failure to agree a peace deal.
"Ukrainian capital Kyiv, other cities, under Russian attack, officials say","Territory remains the main sticking point, with Ukraine resisting Russia's demands that it cede the remaining 20% of the eastern region of Donetsk that Moscow has been unable to conquer since its 2022 invasion."
"Ukrainian capital Kyiv, other cities, under Russian attack, officials say","Ukraine's lead negotiator said Ukrainian officials would first hold bilateral talks with U.S. officials in Abu Dhabi to discuss U.S. security guarantees for any peace deal and a post-war reconstruction package, and later hold a trilateral meeting involving Russian negotiators."
"Ukrainian capital Kyiv, other cities, under Russian attack, officials say","Additional reporting by Yurii Kovalenko, Anna Pruchnicka and Yuliia Dysa; Writing by Dan Peleschuk and David Brunnstrom; Editing by Daniel Flynn, Timothy Heritage and Ron Popeski"
Palantir CEO defends surveillance tech as US government contracts boost sales,"Summary  Companies  Palantir forecasts Q1, full-year 2026 revenue above LSEG estimates  Shares up 5% in extended trading  Palantir has safeguards in surveillance software to prevent government overreach - CEO  Positive results but valuation concerns remain - analyst  Feb 2 (Reuters) - Palantir Technologies (PLTR.O), opens new tab CEO Alex Karp defended the firm's surveillance technology as it reported a big jump in sales on Monday, saying it has safeguards to prevent government overreach, without mentioning U.S. immigration enforcement efforts in Minnesota that have drawn widespread protests, opens new tab."
Palantir CEO defends surveillance tech as US government contracts boost sales,The data analytics company said revenue derived from the U.S. government spiked 66% in the fourth quarter from the year-ago period to $570 million.
Palantir CEO defends surveillance tech as US government contracts boost sales,"Total sales of $1.41 billion exceeded analysts' estimates and the firm anticipates a big jump in sales, in part due to government contracts in 2026."
Palantir CEO defends surveillance tech as US government contracts boost sales,The Reuters Inside Track newsletter is your essential guide to the biggest events in global sport.
Palantir CEO defends surveillance tech as US government contracts boost sales,Shares in the company jumped around 5% in extended trading and its Frankfurt-listed stock was up nearly 12% in thin trading early on Tuesday.
Palantir CEO defends surveillance tech as US government contracts boost sales,Companies working with U.S. Immigration and Customs Enforcement (ICE) are attracting more scrutiny as Americans have turned solidly against ICE's aggressive tactics following the fatal shootings of two U.S. citizens in separate incidents in January.
Palantir CEO defends surveillance tech as US government contracts boost sales,The company won a contract last year with ICE to develop surveillance systems for immigration enforcement.
Palantir CEO defends surveillance tech as US government contracts boost sales,"Over the weekend, France's CapGemini (CAPP.PA), opens new tab said it would sell a small U.S. unit that has a contract with ICE after criticism from French lawmakers and others."
Palantir CEO defends surveillance tech as US government contracts boost sales,"In a post-earnings call, Karp said the company was ""supporting in a critical manner, some of the most interesting, intricate, unusual operations that the U.S. government has been involved in"", but did not specify which government programs Palantir was engaged in."
Palantir CEO defends surveillance tech as US government contracts boost sales,Denver-based Palantir has increasingly been marketing military-grade AI tools to businesses through its artificial intelligence platform that helps companies integrate and develop the technology.
Palantir CEO defends surveillance tech as US government contracts boost sales,"It has emerged as one of the best-performing AI stocks, with shares gaining 1,700% over the last three years."
Palantir CEO defends surveillance tech as US government contracts boost sales,"""It should indeed be uncontroversial that the single most effective means of guarding against incursions into our private lives is to invest in the development of a technical platform that makes possible constraints on government action and investigation through granular permissioning capabilities,"" Karp said in a letter to shareholders."
