Title,Sentence,clean_sentence
"Exclusive: OpenAI is unsatisfied with some Nvidia chips and looking for alternatives, sources say","She has a master's degree from New York University, and enjoys a scoop of Matcha ice cream as much as getting a scoop at work.",She master degree New York University enjoys scoop Matcha ice cream much getting scoop work
Waymo valued at $126 billion in latest financing as robotaxis gather steam,"Feb 2 (Reuters) - (This Feb 2 story has been corrected to remove the reference to Waymo being the only operator in the U.S. offering paid robotaxi services, in paragraph 5)  Alphabet (GOOGL.O), opens new tab unit Waymo said it had raised $16 billion in its latest fundraising round that valued the self-driving car startup at $126 billion, nearly tripling its valuation in less than two years.",Feb Reuters This Feb story corrected remove reference Waymo operator U.S. offering paid robotaxi service paragraph Alphabet GOOGL.O unit Waymo said raised billion latest fundraising round valued self-driving car startup 126 billion nearly tripling valuation less two year
Waymo valued at $126 billion in latest financing as robotaxis gather steam,"As one of the most sought-after applications of artificial intelligence, leading autonomous vehicle companies are investing heavily in commercializing their technology, with a focus on safety and regulatory collaboration to gain market share.",one sought-after application artificial intelligence leading autonomous vehicle company investing heavily commercializing technology focus safety regulatory collaboration gain market share
Waymo valued at $126 billion in latest financing as robotaxis gather steam,"The round was led by Dragoneer Investment Group, DST Global, and Sequoia Capital, with additional investments from Mubadala Capital, Andreessen Horowitz and T. Rowe Price.",The round led Dragoneer Investment Group DST Global Sequoia Capital additional investment Mubadala Capital Andreessen Horowitz Rowe Price
Waymo valued at $126 billion in latest financing as robotaxis gather steam,"As of the last external financing in 2024, Waymo was valued at $45 billion, based on data from Tracxn.",last external financing 2024 Waymo valued billion based data Tracxn
Waymo valued at $126 billion in latest financing as robotaxis gather steam,"The company said it tripled its volume to 15 million rides in 2025, providing 400,000 rides weekly across six major U.S. metropolitan areas.","The company said tripled volume million ride 2025 providing 400,000 ride weekly across six major U.S. metropolitan area"
Waymo valued at $126 billion in latest financing as robotaxis gather steam,"While Waymo remains the leader in the U.S. market, competition is brewing, with Elon Musk's Tesla (TSLA.O), opens new tab making robotaxis a core priority for the company, pivoting away from electric vehicles.",While Waymo remains leader U.S. market competition brewing Elon Musk Tesla TSLA.O making robotaxis core priority company pivoting away electric vehicle
Waymo valued at $126 billion in latest financing as robotaxis gather steam,"Amazon's (AMZN.O), opens new tab self-driving unit Zoox has also offered free robotaxi rides to the public on and around the Las Vegas Strip and in parts of San Francisco.",Amazon AMZN.O self-driving unit Zoox also offered free robotaxi ride public around Las Vegas Strip part San Francisco
Waymo valued at $126 billion in latest financing as robotaxis gather steam,"However, safety concerns linger as the National Highway Traffic Safety Administration last week said it is opening an investigation after a Waymo self-driving vehicle struck a child near an elementary school in California.",However safety concern linger National Highway Traffic Safety Administration last week said opening investigation Waymo self-driving vehicle struck child near elementary school California
"Ukrainian capital Kyiv, other cities, under Russian attack, officials say","KYIV, Feb 3 (Reuters) - President Volodymyr Zelenskiy accused Russia on Tuesday of exploiting a U.S.-backed energy truce to stockpile munitions and using them to attack Ukraine with hundreds of drones and a record number of ballistic missiles, a day before peace talks.",KYIV Feb Reuters President Volodymyr Zelenskiy accused Russia Tuesday exploiting U.S.-backed energy truce stockpile munition using attack Ukraine hundred drone record number ballistic missile day peace talk
"Ukrainian capital Kyiv, other cities, under Russian attack, officials say","Zelenskiy said Ukraine was waiting for U.S. reaction to Russia's overnight attack that damaged Ukraine's energy infrastructure, as Washington had prompted a short-lived ceasefire in attacks on energy targets.",Zelenskiy said Ukraine waiting U.S. reaction Russia overnight attack damaged Ukraine energy infrastructure Washington prompted short-lived ceasefire attack energy target
