tokens,labels,labels_encoded
"['His', 'past', 'breaking', 'news', 'coverage', 'has', 'spanned', 'across', 'a', 'range', 'of', 'topics', 'like', 'the', 'Black', 'Lives', 'Matter', 'movement', ';', 'the', 'US', 'elections', ';', 'the', '2021', 'Capitol', 'riots', 'and', 'their', 'follow', 'up', 'probes', ';', 'the', 'Brexit', 'deal', ';', 'US-China', 'trade', 'tensions', ';', 'the', 'NATO', 'withdrawal', 'from', 'Afghanistan', ';', 'the', 'COVID-19', 'pandemic', ';', 'and', 'a', '2019', 'Supreme', 'Court', 'verdict', 'on', 'a', 'religious', 'dispute', 'site', 'in', 'his', 'native', 'India', '.']","['O', 'O', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'B-DATE', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'B-GPE', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'B-LOC', 'B-DATE', 'B-ORG', 'I-ORG', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-GPE', 'O']","[28, 28, 28, 28, 7, 28, 28, 28, 5, 28, 28, 28, 28, 28, 9, 22, 22, 28, 28, 28, 7, 28, 28, 28, 1, 5, 28, 28, 28, 28, 28, 28, 28, 28, 7, 28, 28, 7, 28, 28, 28, 28, 9, 28, 28, 3, 28, 28, 7, 28, 28, 28, 5, 1, 9, 22, 28, 28, 5, 28, 28, 28, 5, 28, 28, 3, 28]"
"['Summary', 'Companies', 'The', 'deal', 'is', 'the', 'biggest', 'M', '&', 'A', 'transaction', 'of', 'all', 'time', 'Deal', 'values', 'xAI', 'at', '$', '250', 'billion', ',', 'SpaceX', 'at', '$', '1', 'trillion', 'Merger', 'consolidates', 'Musk', '’', 's', 'empire', 'ahead', 'of', 'SpaceX', 'IPO', 'Feb', '2', '(', 'Reuters', ')', '-', 'Elon', 'Musk', 'said', 'on', 'Monday', 'that', 'SpaceX', 'has', 'acquired', 'his', 'artificial-intelligence', 'startup', 'xAI', 'in', 'a', 'record-setting', 'deal', 'that', 'unifies', 'Musk', ""'s"", 'AI', 'and', 'space', 'ambitions', 'by', 'combining', 'the', 'rocket-and-satellite', 'company', 'with', 'the', 'maker', 'of', 'the', 'Grok', 'chatbot', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'B-MONEY', 'I-MONEY', 'O', 'B-ORG', 'O', 'O', 'B-MONEY', 'I-MONEY', 'O', 'O', 'B-ORG', 'O', 'B-ORG', 'O', 'O', 'O', 'B-ORG', 'O', 'B-DATE', 'I-DATE', 'O', 'B-ORG', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'B-DATE', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-NORP', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-NORP', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PRODUCT', 'O', 'O']","[28, 28, 28, 28, 28, 28, 28, 9, 28, 7, 28, 28, 28, 28, 28, 28, 9, 28, 28, 6, 20, 28, 9, 28, 28, 6, 20, 28, 28, 9, 28, 9, 28, 28, 28, 9, 28, 1, 16, 28, 9, 28, 28, 10, 23, 28, 28, 1, 28, 9, 28, 28, 28, 28, 28, 9, 28, 7, 28, 28, 28, 28, 9, 28, 7, 28, 9, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 11, 28, 28]"
"['The', 'deal', ',', 'first', 'reported', 'by', 'Reuters', 'last', 'week', ',', 'represents', 'one', 'of', 'the', 'most', 'ambitious', 'tie-ups', 'in', 'the', 'technology', 'sector', 'yet', ',', 'combining', 'a', 'space-and-defense', 'contractor', 'with', 'a', 'fast-growing', 'AI', 'developer', 'whose', 'costs', 'are', 'largely', 'driven', 'by', 'chips', ',', 'data', 'centers', 'and', 'energy', '.']","['O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'B-ORG', 'B-DATE', 'I-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'B-ORG', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[28, 28, 28, 8, 28, 28, 9, 1, 16, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 9, 28, 28, 28, 9, 28, 9, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28]"
"['It', 'could', 'also', 'bolster', 'SpaceX', '’', 's', 'data-center', 'ambitions', 'as', 'Musk', 'competes', 'with', 'rivals', 'like', 'Alphabet', ""'s"", '(', 'GOOGL.O', ')', ',', 'opens', 'new', 'tab', 'Google', ',', 'Meta', '(', 'META.O', ')', ',', 'opens', 'new', 'tab', ',', 'Amazon', '(', 'AMZN.O', ')', ',', 'opens', 'new', 'tab-backed', 'Anthropic', 'and', 'OpenAI', 'in', 'the', 'AI', 'sector', '.']","['O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-ORG', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'B-ORG', 'O', 'O', 'B-ORG', 'O', 'O', 'B-ORG', 'O', 'B-ORG', 'O', 'B-ORG', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'B-ORG', 'O', 'B-ORG', 'O', 'O', 'B-ORG', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'B-NORP', 'O', 'O']","[28, 28, 28, 28, 9, 28, 9, 28, 28, 28, 9, 28, 28, 28, 28, 9, 28, 28, 9, 28, 28, 9, 28, 28, 9, 28, 9, 28, 9, 28, 28, 9, 28, 28, 28, 9, 28, 9, 28, 28, 9, 28, 28, 9, 22, 22, 28, 28, 7, 28, 28]"
"['Get', 'a', 'daily', 'digest', 'of', 'breaking', 'business', 'news', 'straight', 'to', 'your', 'inbox', 'with', 'the', 'Reuters', 'Business', 'newsletter', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O']","[28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 9, 28, 28, 28]"
"['The', 'transaction', 'values', 'SpaceX', 'at', '$', '1', 'trillion', ',', 'and', 'xAI', 'at', '$', '250', 'billion', ',', 'according', 'to', 'a', 'person', 'familiar', 'with', 'the', 'matter', '.']","['O', 'O', 'O', 'B-ORG', 'O', 'O', 'B-MONEY', 'I-MONEY', 'O', 'O', 'B-ORG', 'O', 'O', 'B-MONEY', 'I-MONEY', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[28, 28, 28, 9, 28, 28, 6, 20, 28, 28, 9, 28, 28, 6, 20, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28]"
"['Investors', 'in', 'xAI', 'will', 'receive', '0.1433', 'shares', 'of', 'SpaceX', 'for', 'every', 'share', 'of', 'xAI', 'as', 'part', 'of', 'the', 'acquisition', ',', 'this', 'person', 'said', '.']","['O', 'O', 'B-ORG', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[28, 28, 9, 28, 28, 0, 28, 28, 9, 28, 28, 28, 28, 9, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28]"
"['Some', 'xAI', 'executives', 'may', 'also', 'opt', 'for', 'cash', 'instead', 'of', 'SpaceX', 'stock', 'at', '$', '75.46', 'per', 'share', ',', 'the', 'person', 'said', '.']","['O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[28, 9, 28, 28, 28, 28, 28, 28, 28, 28, 9, 28, 28, 28, 0, 28, 28, 28, 28, 28, 28, 28]"
"['``', 'This', 'marks', 'not', 'just', 'the', 'next', 'chapter', ',', 'but', 'the', 'next', 'book', 'in', 'SpaceX', 'and', 'xAI', ""'s"", 'mission', ':', 'scaling', 'to', 'make', 'a', 'sentient', 'sun', 'to', 'understand', 'the', 'Universe', 'and', 'extend', 'the', 'light', 'of', 'consciousness', 'to', 'the', 'stars', '!', ""''""]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 9, 28, 9, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 5, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28]"
"['DEAL', 'BREAKS', 'RECORD', 'HELD', 'BY', 'VODAFONE', 'FOR', 'WORLD', ""'S"", 'TOP', 'M', '&', 'amp', ';', 'A', 'The', 'purchase', 'of', 'xAI', 'sets', 'a', 'new', 'record', 'for', 'the', 'world', ""'s"", 'largest', 'M', '&', 'A', 'deal', ',', 'a', 'distinction', 'held', 'for', 'more', 'than', '25', 'years', 'when', 'Vodafone', '(', 'VOD.L', ')', ',', 'opens', 'new', 'tab', 'bought', 'Germany', '’', 's', 'Mannesmann', 'in', 'a', 'hostile', 'takeover', 'valued', 'at', '$', '203', 'billion', 'in', '2000', ',', 'according', 'to', 'data', 'compiled', 'by', 'LSEG', '.']","['O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'B-ORG', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'B-MONEY', 'I-MONEY', 'O', 'B-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O']","[28, 28, 28, 28, 28, 9, 28, 28, 28, 28, 9, 28, 28, 28, 28, 28, 28, 28, 9, 28, 28, 28, 28, 28, 28, 28, 28, 28, 9, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 0, 28, 28, 9, 28, 9, 28, 28, 28, 28, 28, 28, 3, 28, 28, 9, 28, 28, 28, 28, 9, 28, 28, 6, 20, 28, 1, 28, 28, 28, 28, 28, 28, 9, 28]"
"['The', 'combined', 'company', 'of', 'SpaceX', 'and', 'xAI', 'is', 'expected', 'to', 'price', 'shares', 'at', 'about', '$', '527', 'each', ',', 'another', 'person', 'familiar', 'with', 'the', 'matter', 'said', '.']","['O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[28, 28, 28, 28, 9, 28, 9, 28, 28, 28, 28, 28, 28, 28, 28, 0, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28]"
"['SpaceX', 'was', 'already', 'the', 'world', ""'s"", 'most', 'valuable', 'privately', 'held', 'company', ',', 'last', 'valued', 'at', '$', '800', 'billion', 'in', 'a', 'recent', 'insider', 'share', 'sale', '.']","['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MONEY', 'I-MONEY', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[9, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 6, 20, 28, 28, 28, 28, 28, 28, 28]"
"['XAI', 'was', 'last', 'valued', 'at', '$', '230', 'billion', 'in', 'November', ',', 'according', 'to', 'the', 'Wall', 'Street', 'Journal', '.']","['B-ORG', 'O', 'O', 'O', 'O', 'O', 'B-MONEY', 'I-MONEY', 'O', 'B-DATE', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O']","[9, 28, 28, 28, 28, 28, 6, 20, 28, 1, 28, 28, 28, 28, 9, 22, 22, 28]"
"['The', 'merger', 'comes', 'as', 'the', 'space', 'company', 'plans', 'a', 'blockbuster', 'public', 'offering', 'this', 'year', 'that', 'could', 'value', 'it', 'at', 'over', '$', '1.5', 'trillion', ',', 'two', 'people', 'familiar', 'with', 'the', 'matter', 'said', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MONEY', 'I-MONEY', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 6, 20, 28, 28, 28, 28, 28, 28, 28, 28, 28]"
"['SpaceX', ',', 'xAI', 'and', 'Musk', 'did', 'not', 'immediately', 'respond', 'to', 'requests', 'for', 'comment', '.']","['B-ORG', 'O', 'B-ORG', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[9, 28, 9, 28, 9, 28, 28, 28, 28, 28, 28, 28, 28, 28]"
"['The', 'deal', 'further', 'consolidates', 'Musk', ""'s"", 'far-flung', 'business', 'empire', 'and', 'fortunes', 'into', 'a', 'tighter', ',', 'mutually', 'reinforcing', 'ecosystem', '–', 'what', 'some', 'investors', 'and', 'analysts', 'informally', 'call', 'the', '``', 'Muskonomy', ""''"", '–', 'which', 'already', 'includes', 'Tesla', '(', 'TSLA.O', ')', ',', 'opens', 'new', 'tab', ',', 'brain-chip', 'maker', 'Neuralink', 'and', 'tunnel', 'firm', 'the', 'Boring', 'Company', '.']","['O', 'O', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O']","[28, 28, 28, 28, 7, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 7, 28, 28, 28, 28, 28, 9, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 9, 28, 28, 28, 28, 9, 22, 28]"
"['``', 'Starlink', 'was', 'already', 'a', 'cash', 'flow', 'engine', 'and', 'now', 'it', 'adds', 'an', 'AI', 'revenue', 'layer', 'on', 'top', 'while', 'also', 'becoming', 'a', 'distribution', 'surface', 'for', 'AI', 'services', 'and', 'data', ',', ""''"", 'said', 'Ali', 'Javaheri', ',', 'PitchBook', 'Senior', 'Emerging', 'Spaces', 'Analyst', '.']","['O', 'B-ORG', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'B-ORG', 'O', 'O', 'B-ORG', 'O', 'O']","[28, 9, 28, 28, 10, 28, 28, 28, 28, 28, 28, 28, 28, 7, 28, 28, 28, 28, 28, 28, 28, 10, 28, 28, 28, 7, 28, 28, 28, 28, 28, 28, 10, 23, 28, 9, 28, 28, 9, 28, 28]"
"['``', 'With', 'policy', 'changes', 'that', 'allow', 'certain', 'customer', 'data', 'to', 'be', 'used', 'for', 'model', 'training', 'and', 'the', 'prospect', 'of', 'orbital', 'data', 'centers', ',', 'SpaceX', 'is', 'positioning', 'itself', 'as', 'an', 'integrated', 'infrastructure', 'platform', 'that', 'can', 'serve', 'commercial', 'and', 'government', 'use', 'cases', ',', 'which', 'is', 'a', 'much', 'stronger', 'narrative', 'heading', 'into', 'a', 'public', 'offering', '.', ""''""]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 9, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28]"
"['DEAL', 'COULD', 'DRAW', 'REGULATORY', 'SCRUTINY', 'The', 'world', ""'s"", 'richest', 'man', 'has', 'a', 'history', 'of', 'merging', 'his', 'ventures', 'together', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28]"
"['Musk', 'folded', 'social', 'media', 'platform', 'X', 'into', 'xAI', 'through', 'a', 'share', 'swap', 'last', 'year', ',', 'giving', 'the', 'AI', 'startup', 'access', 'to', 'the', 'platform', '’', 's', 'data', 'and', 'distribution', '.']","['B-ORG', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-ORG', 'O', 'B-NORP', 'O', 'O', 'B-DATE', 'I-DATE', 'O', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[9, 28, 28, 28, 28, 9, 28, 9, 28, 7, 28, 28, 1, 16, 28, 28, 28, 7, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28]"
"['In', '2016', ',', 'he', 'used', 'Tesla', ""'s"", 'stock', 'to', 'buy', 'his', 'solar-energy', 'company', 'SolarCity', '.']","['O', 'B-DATE', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O']","[28, 1, 28, 28, 28, 9, 28, 28, 28, 28, 28, 28, 28, 9, 28]"
"['The', 'agreement', 'could', 'draw', 'scrutiny', 'from', 'regulators', 'and', 'investors', 'over', 'governance', ',', 'valuation', 'and', 'conflicts', 'of', 'interest', 'given', 'Musk', ""'s"", 'overlapping', 'leadership', 'roles', 'across', 'multiple', 'firms', ',', 'as', 'well', 'as', 'the', 'potential', 'movement', 'of', 'engineers', ',', 'proprietary', 'technology', 'and', 'contracts', 'between', 'entities', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 9, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28]"
"['SpaceX', 'also', 'holds', 'billions', 'of', 'dollars', 'in', 'federal', 'contracts', 'with', 'NASA', ',', 'the', 'Department', 'of', 'Defense', 'and', 'intelligence', 'agencies', ',', 'which', 'all', 'have', 'some', 'authority', 'to', 'review', 'M', '&', 'A', 'transactions', 'for', 'national', 'security', 'and', 'other', 'risks', '.']","['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[9, 28, 28, 28, 28, 28, 28, 28, 28, 28, 9, 28, 28, 9, 22, 22, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 9, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28]"
"['Joey', 'Roulette', 'is', 'a', 'space', 'reporter', 'for', 'Reuters', 'covering', 'the', 'business', 'and', 'politics', 'of', 'the', 'global', 'space', 'industry', ',', 'often', 'focusing', 'on', 'space', 'power', 'competition', 'and', 'how', 'commercial', 'interests', 'intersect', 'with', 'international', 'relations', '.']","['B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[10, 28, 28, 28, 28, 28, 28, 9, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28]"
"['He', 'was', 'part', 'of', 'a', 'team', 'that', 'won', 'the', '2024', 'Pulitzer', 'Prize', 'in', 'national', 'reporting', 'for', 'Reuters', ""'"", 'coverage', 'of', 'Elon', 'Musk', ""'s"", 'business', 'empire', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O']","[28, 28, 28, 28, 28, 28, 28, 28, 28, 1, 14, 27, 28, 28, 28, 28, 9, 28, 28, 28, 10, 23, 28, 28, 28, 28]"
"['On', 'the', 'space', 'beat', 'for', 'roughly', 'a', 'decade', ',', 'Joey', 'previously', 'worked', 'for', 'the', 'New', 'York', 'Times', ',', 'the', 'Verge', ',', 'and', 'various', 'publications', 'in', 'Florida', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O']","[28, 28, 28, 28, 28, 28, 28, 28, 28, 10, 28, 28, 28, 28, 9, 22, 22, 28, 28, 9, 28, 28, 28, 28, 28, 3, 28]"
"['Summary', 'Companies', 'OpenAI', 'seeks', 'alternatives', 'to', 'Nvidia', 'for', 'AI', 'inference', 'chips', 'Nvidia', ""'s"", '$', '100', 'billion', 'investment', 'in', 'OpenAI', 'delayed', 'OpenAI', 'explored', 'deals', 'with', 'AMD', ',', 'Cerebras', ',', 'and', 'Groq', 'SAN', 'FRANCISCO', ',', 'Feb', '2', '(', 'Reuters', ')', '-', 'OpenAI', 'is', 'unsatisfied', 'with', 'some', 'of', 'Nvidia', '’', 's', 'latest', 'artificial', 'intelligence', 'chips', ',', 'and', 'it', 'has', 'sought', 'alternatives', 'since', 'last', 'year', ',', 'eight', 'sources', 'familiar', 'with', 'the', 'matter', 'said', ',', 'potentially', 'complicating', 'the', 'relationship', 'between', 'the', 'two', 'highest-profile', 'players', 'in', 'the', 'AI', 'boom', '.']","['O', 'O', 'B-ORG', 'O', 'O', 'O', 'B-ORG', 'O', 'B-NORP', 'O', 'O', 'B-ORG', 'O', 'O', 'B-MONEY', 'I-MONEY', 'O', 'O', 'B-ORG', 'O', 'B-ORG', 'O', 'O', 'O', 'B-ORG', 'O', 'B-ORG', 'O', 'O', 'B-ORG', 'B-GPE', 'I-GPE', 'O', 'B-DATE', 'I-DATE', 'O', 'B-ORG', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'O']","[28, 28, 9, 28, 28, 28, 9, 28, 7, 28, 28, 9, 28, 28, 6, 20, 28, 28, 9, 28, 9, 28, 28, 28, 9, 28, 9, 28, 28, 9, 3, 18, 28, 1, 16, 28, 9, 28, 28, 9, 28, 28, 28, 28, 28, 9, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 1, 16, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 7, 28, 28]"
"['The', 'ChatGPT-maker', '’', 's', 'shift', 'in', 'strategy', ',', 'the', 'details', 'of', 'which', 'are', 'first', 'reported', 'here', ',', 'is', 'over', 'an', 'increasing', 'emphasis', 'on', 'chips', 'used', 'to', 'perform', 'specific', 'elements', 'of', 'AI', 'inference', ',', 'the', 'process', 'when', 'an', 'AI', 'model', 'such', 'as', 'the', 'one', 'that', 'powers', 'the', 'ChatGPT', 'app', 'responds', 'to', 'customer', 'queries', 'and', 'requests', '.']","['O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PRODUCT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[28, 7, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 8, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 7, 28, 28, 28, 28, 28, 28, 7, 28, 28, 28, 28, 28, 28, 28, 28, 11, 28, 28, 28, 28, 28, 28, 28, 28]"
"['Nvidia', 'remains', 'dominant', 'in', 'chips', 'for', 'training', 'large', 'AI', 'models', ',', 'while', 'inference', 'has', 'become', 'a', 'new', 'front', 'in', 'the', 'competition', '.']","['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'O']","[9, 28, 28, 28, 28, 28, 28, 28, 7, 28, 28, 28, 28, 28, 28, 7, 28, 28, 28, 28, 28, 28]"
